اسم_المدرسة,المنطقة_الإدارية,الإدارة_التعليمية,المكتب_التعليمي,السلطة,نوع_التعليم,الجنس,نوع_الاختبار,تخصص_الاختبار,متوسط_أداء_الطلبة_في_المدرسة,ترتيب_المدرسة_على_مستوى_المدارس
مدرسة حمزة بن عبدالمطلب الثانوية بالجديدة - مقررات,المدينة المنورة,إدارة التعليم بمحافظة العلا,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.296296,2054
ثانوية مجمع الحسن بن علي التعليمي,الرياض,إدارة التعليم بمحافظة المجمعة,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.294117,2055
الامير سلطان - مقررات,نجران,الإدارة العامة للتعليم بمنطقة نجران,مكتب التعليم بيدمة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.271428,2056
ثانوية المتوكل بالقويعية- مقررات,المدينة المنورة,إدارة التعليم بمحافظة المهد,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.25974,2057
السارة الثانوية - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم في الداير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.25,2058
ثانوية بيان طبرجل الأهلية - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بطبرجل,أهلي,تعليم عام بنين,بنين,قدرات,علمي,56.227272,2059
مدرسة جعفر الطيار الثانوية بفضلا - مقررات,المدينة المنورة,إدارة التعليم بمحافظة العلا,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.219178,2060
ثانوية مجمع الأمير سلطان التعليمي مقررات,الرياض,إدارة التعليم بمحافظة وادي الدواسر,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.206521,2061
ثانوية لينة - مقررات,الحدود الشمالية,الإدارة العامة للتعليم بمنطقة الحدود الشمالية,مكتب التعليم برفحاء,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.206185,2062
ثانوية أوس بن حبيب الأنصاري - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم بمحافظة خيبر,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.201646,2063
قتيبة بن مسلم  بالجياسر- مقررات,المدينة المنورة,إدارة التعليم بمحافظة المهد,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.18421,2064
ثانوية الروضة - مقررات,القصيم,الإدارة العامة للتعليم بمنطقة القصيم,مكتب التعليم بمحافظة النبهانية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.171717,2065
المعهد الصناعي الثانوي بالخرج,الرياض,,,معهد مهني,معهد مهني,بنين,قدرات,علمي,56.16022,2066
الحايل الثانوية - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,محافظة أملج,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.151515,2067
ثانوية زيد بن حارثة بالصبيخة - مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,مكتب التعليم بمحافظة طريب,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.142857,2068
ثانوية الأمير سطام بن عبدالعزيز - مقررات,الرياض,إدارة التعليم بمحافظة وادي الدواسر,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.105263,2069
حقل الثانوية - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,مكتب التعليم بمحافظة حقل,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.095092,2070
سديرة الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم جنوب الطائف,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.083333,2071
ثانوية المجمعة النموذجية الأولى الأهلية - مقررات,الرياض,إدارة التعليم بمحافظة المجمعة,إدارة الإشراف التربوي,أهلي,تعليم عام بنين,بنين,قدرات,علمي,56.047058,2072
الفيحاء الثانوية,الرياض,إدارة التعليم بمحافظة الدوادمي,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.037735,2073
آل محمد الثانوية - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم في الداير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.987341,2074
عبدالله بن أم مكتوم الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بالأمواه,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.951219,2075
الخوارزمي الثانوية مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بالنقيع,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.94979,2076
ثانوية اللنسيات - مقررات,الرياض,إدارة التعليم بمحافظة عفيف,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.939393,2077
ثانوية السيرة الحسنة الأهلية - مقررات,الرياض,إدارة التعليم بمحافظة القويعية,مكتب التعليم بالرويضة,أهلي,تعليم عام بنين,بنين,قدرات,علمي,55.935064,2078
ثانوية الأمير نايف - مقررات,الرياض,إدارة التعليم بمحافظة وادي الدواسر,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.882575,2079
شعلة الإيمان الأهلية الثانوية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,إدارة الإشراف التربوي,أهلي,تعليم عام بنين,بنين,قدرات,علمي,55.868263,2080
ثانوية رواد ينـبع الاهلية مقررات - مغلقة مؤقتاً,المدينة المنورة,إدارة التعليم بمحافظة ينبع,إدارة الإشراف التربوي,أهلي,تعليم عام بنين,بنين,قدرات,علمي,55.860606,2081
الضرم الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم محافظة رنية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.853448,2082
ثانوية الحقلة - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,صامطة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.852791,2083
ثانوية جعفر بن ابي سفيان - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بالنعيرية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.825,2084
مجمع الإمام مالك التعليمي ثانوي - مقررات,عسير,إدارة التعليم بمحافظة رجال ألمع,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.814102,2085
ثانوية خبيب بن عدي - مقررات,الحدود الشمالية,الإدارة العامة للتعليم بمنطقة الحدود الشمالية,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.80303,2086
ثانوية الفطيحة - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم في بيش,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.792553,2087
ثانوية أسد بن الفرات,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بالشملي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.768518,2088
المعهد الصناعي الثانوي الثاني بالمدينة المنورة,المدينة المنورة,,,معهد مهني,معهد مهني,بنين,قدرات,علمي,55.765151,2089
المعهد الصناعي الثانوي بالطائف,مكة المكرمة,,,معهد مهني,معهد مهني,بنين,قدرات,علمي,55.747706,2090
ثانوية الحسن بن علي - مقررات,الرياض,إدارة التعليم بمحافظة الخرج,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,55.736263,2091
