اسم_المدرسة,المنطقة_الإدارية,الإدارة_التعليمية,المكتب_التعليمي,السلطة,نوع_التعليم,الجنس,نوع_الاختبار,تخصص_الاختبار,متوسط_أداء_الطلبة_في_المدرسة,ترتيب_المدرسة_على_مستوى_المدارس
الثانوية الثامنة والتسعون نظام مقرارات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.730027,270
الثانوية الأولى بالقارة. - مقررات,الشرقية,الإدارة العامة للتعليم بمحافظة الاحساء,مكتب التعليم بالقرى,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.731527,271
الثانوية الخامسة بالدمام (مقررات),الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم شرق الدمام,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.719696,271
الثانوية الثالثة عشر بجدة نظام مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.700223,272
الثانوية الثانية عشرة بالمدينة (مقررات),المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شمال المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.713286,272
الثانوية السابعة والتسعون نظام مقرارات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشرق جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.691119,273
الثانوية الثانية عشر - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.697841,273
الثانوية الثانية بسيهات - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة القطيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.655,274
الثانوية الثامنة بجدة نظام مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.671497,274
الثانوية الخامسة بسيهات - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة القطيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.653295,275
ثانوية طويق - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,غرب,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.666666,275
دار الحنان الثانوية الأهلية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.651785,276
الثانوية الرابعة والأربعون بالمدينة - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.655737,276
الثانوية الثمانية والأربعين بعد المائة 148 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.649651,277
الثانوية الخامسة لنظام المقررات,القصيم,إدارة التعليم بمحافظة عنيزة,ادارةالتعليم بمحافظة عنيزة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.653543,277
الثانوية السابعة بالطائف مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بغرب الطائف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.646153,278
الثانوية الثانية والثلاثون بعد المائة 132 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.640718,278
الثانوية الخامسة والخمسون بجدة نظام مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشرق جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.641399,279
الثانوية الأولى بالدمام - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم غرب الدمام,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.631578,279
الثانوية الأولى بقاعدة الملك عبدالعزيز الجوية - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة الخبر,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.638297,280
الثانوية الثالثة,القصيم,إدارة التعليم بمحافظة المذنب,ادارةالتعليم بمحافظة المذنب,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.627272,280
الثانوية الخامسة والاربعون 45 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.577405,281
ثانوية عمرة بنت يزيد الكلابية ببرحرح - مقررات,الباحة,الإدارة العامة للتعليم بمنطقة الباحة,مكتب التعليم بالمندق,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.625,281
الثانوية الرابعة والسبعون 74 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,جنوب,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.57377,282
الثانوية الرابعة بعد المئة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.619469,282
ثانوية السمو الأهلية بالطائف - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بشرق الطائف,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.554098,283
ثانوية القصب - مقررات,الرياض,إدارة التعليم بمحافظة شقراء,شقراء,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.596153,283
الثانوية السادسة بتبوك- نظام المقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,مركز اشراف تبوك,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.551724,284
ثانوية الأبناء بطريق الخرج - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,جنوب,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.585937,284
الثانوية الثالثة والعشرون بالمدينة (مقررات),المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شمال المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.544041,285
الثانوية الثالثة عشرة لنظام المقررات,القصيم,إدارة التعليم بمحافظة عنيزة,ادارةالتعليم بمحافظة عنيزة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.58,285
ثانوية اليمامة الأهلية مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,وسط,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.533333,286
ثانوية / مشاعل بنت عبدالعزيز - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بشرق الطائف,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.567741,286
الثانوية الاولى-مقررات,القصيم,إدارة التعليم بمحافظة الرس,إدارةالتعليم بمحافظة الرس,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.5314,287
ثانوية دار السلام الأهلية - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,غرب,أهلي,تعليم عام بنات,بنات,قدرات,نظري,72.549019,287
الثانوية الرابعة و الثلاثون - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.517073,288
ثانوية تحفيظ القرآن الكريم الأولى بحائل - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,جنوب حائل,حكومي,تحفيظ بنات,بنات,قدرات,نظري,72.54491,288
الثانوية الحادية والتسعون 91 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,النهضة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.446902,289
الثانوية السابعة عشر بعد المائة 117 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.533333,289
الثانوية الحادية عشر بعد المائة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.438311,290
مدارس مناهل طيبة الأهلية - ثانوي - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شمال المدينة المنورة,أهلي,تعليم عام بنات,بنات,قدرات,نظري,72.519607,290
ثانوية ام المنذر بنت قيس بالظفير مقررات,الباحة,الإدارة العامة للتعليم بمنطقة الباحة,مكتب التعليم بالوسط,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.388888,291
ثانوية آل سرحان بالشعف - مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,الشعف,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.514285,291
الثانوية الثالثة - مقررات,القصيم,إدارة التعليم بمحافظة الرس,إدارةالتعليم بمحافظة الرس,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.356557,292
الثانوية الثانية والثلاثون مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.510288,292
الثانوية التاسعة والخمسون 59 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,النهضة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.351778,293
الثانوية الخامسة والخمسون 55 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,النهضة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.482758,293
ثانوية  ريحانة بنت زيد ببيضان الدارين - مقررات,الباحة,الإدارة العامة للتعليم بمنطقة الباحة,مكتب التعليم بالوسط,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.350877,294
الثانوية الحادية والخمسون بالمدينة - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.476923,294
ثانوية أطياب الأهلية (مقررات),الرياض,الإدارة العامة للتعليم بمنطقة الرياض,وسط,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.320574,295
الثانوية الخامسة والأربعون بالمدينة (مقررات),المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شرق المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.460559,295
ثانوية  أم عبد الله بن عمر بن الخطاب بالجبل والرماده - مقررات,الباحة,الإدارة العامة للتعليم بمنطقة الباحة,مكتب التعليم بالوسط,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.309523,296
ثانوية أم المؤمنين ميمونة بنت الحارث - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.460176,296
الثانوية الثامنة والستون 68 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.286931,297
الثانوية التاسعة والستون - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.445312,297
ثانوية ابن خلدون - الياسمين - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.28012,298
ثانوية المسقي بالشعف – مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,الشعف,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.442477,298
الثانوية الثالثة بالطائف(نظام المقررات),مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بشرق الطائف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.261904,299
الثانوية التاسعة عشر بالطائف نظام مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بغرب الطائف,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.441558,299
الثانوية العشرون بالطائف مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بشرق الطائف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.260416,300
الثانوية الثالثة بالبكيرية - مقررات,القصيم,إدارة التعليم بمحافظة البكيرية,البكيرية,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.435897,300
الثانوية الثالثة عشرة بالمدينة - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.247422,301
الثانوية الأولى بالخبر - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة الخبر,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.432835,301
الثانوية الثلاثون - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.236486,302
الثانوية العاشرة 10 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,وسط,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.420634,302
الثانوية التاسعة والعشرون بعد المائة 129 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,غرب,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.217171,303
الثانوية التاسعة عشر بعد المائة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.414201,303
منارات جدة الثانوية العالمية,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,تعليم عالمي,تعليم عالمي بنات,بنات,قدرات,علمي,75.212962,304
الثانوية الحادية والأربعون بالمدينة - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.412048,304
الثانوية الحادية والعشرون بمكة المكرمة (نظام المقررات),مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم جنوب مكة المكرمة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.208389,305
الثانوية الرابعة بخميس مشيط - نظام مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,خميس مشيط,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.410526,305
الثانوية الخامسة بالدلم ـ مقررات,الرياض,إدارة التعليم بمحافظة الخرج,مكتب تعليم (بنات)  بمحافظة الدلم,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.203463,306
الثانوية السابعة والتسعون 97 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,النهضة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.401709,306
الثانوية السابعة بالخبر مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة الخبر,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.202197,307
الثانوية السادسة عشر ( نظام مقررات),القصيم,الإدارة العامة للتعليم بمنطقة القصيم,مكتب التعليم شمال بريدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.388235,307
الثانوية الأولى ببقيق (مقررات),الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة بقيق,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.195744,308
ثانوية ليه - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم جنوب الطائف,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.38372,308
روضة السليمانيه الثانوية الأهلية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشرق جدة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.189655,309
الثانوية الثانية  والعشرون(مقررات),المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.375939,309
الثالثة الثانوية,الرياض,إدارة التعليم بمحافظة الدوادمي,مكتب التعليم بالدوادمي,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.188284,310
ثانوية رؤية المستقبل الأهلية نظام مقررات,الشرقية,الإدارة العامة للتعليم بمحافظة الاحساء,مكتب التعليم بالهفوف,أهلي,تعليم عام بنات,بنات,قدرات,نظري,72.357575,310
الثانوية التاسعة والثلاثون 39- مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,الشفا,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.17801,311
الثانوية الخامسة ببيشة مقررات,عسير,إدارة التعليم بمحافظة بيشة,وسط بيشة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.350427,311
ثــامـــر الثانوية العالمية,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,تعليم عالمي,تعليم عالمي بنات,بنات,قدرات,علمي,75.174418,312
ثانوية ذهبان - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.345794,312
الثانوية السابعة و السبعون - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.170454,313
ثانوية تحفيظ القرآن بالقوز - مقررات,مكة المكرمة,إدارة التعليم بمحافظة القنفذة,مكتب التعليم بالقوز,حكومي,تحفيظ بنات,بنات,قدرات,نظري,72.340909,313
الثانوية الثلاثون بمكة المكرمة (نظام المقررات),مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم جنوب مكة المكرمة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.170172,314
الثانوية الأولى لتحفيظ القرآن الكريم في عين بن فهيد - مقررات بمحافظة الاسياح,القصيم,الإدارة العامة للتعليم بمنطقة القصيم,مكتب التعليم في محافظة الأسياح,حكومي,تحفيظ بنات,بنات,قدرات,نظري,72.333333,314
الثانوية الثانية بأبها - نظام مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,مكتب التعليم بأبها,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.152073,315
الثانوية السابعة والتسعون نظام مقرارات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشرق جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.3125,315
الثانوية الثامنة نظام مقررات,القصيم,الإدارة العامة للتعليم بمنطقة القصيم,مكتب التعليم شمال بريدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.140969,316
الثانوية الثامنة بعد المائة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشرق جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.307692,316
الثانوية الثامنة والأربعون بالمدينة (مقررات),المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.132394,317
الثانوية التاسعة والعشرون بعد المائة 129 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,غرب,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.294964,317
التقوى الثانوية الأهلية- مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بجنوب جدة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.117154,318
مدارس المعتز بالله الأهلية للبنات - ثانوي - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم غرب المدينة المنورة,أهلي,تعليم عام بنات,بنات,قدرات,نظري,72.29197,318
الإبداع الثانوية الأهلية / نظام مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.094339,319
ثانوية العلاية الأولى مقررات,عسير,إدارة التعليم بمحافظة بيشة,بلقرن,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.291666,319
الثانوية الرابعة والعشرون - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.080808,320
الثانوية الأولى بأحد رفيدة - نظام مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,احد رفيدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.268292,320
الثانوية الحادية والستون بجدة نظام مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.035714,321
ثانوية الشرف بأبها - مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,مكتب التعليم بأبها,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.266666,321
الثانوية السابعة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.019512,322
ثانوية خولة بنت ثعلبة - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,الحرس,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.253521,322
بيتي الصغير  الثانوية الأهلية نظام مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,75.018518,323
ثانوية الأبناء الثانية بالقاعدة الجوية - مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,خميس مشيط,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.252747,323
الثانوية الثانية والاربعون 42 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,النهضة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,75.005758,324
الثانوية الثامنة بخميس مشيط - مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,خميس مشيط,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.252427,324
الثانوية الثلاثون بالطائف - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم جنوب الطائف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.9823,325
ثانوية الجيل الأهلية - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,البديعة,أهلي,تعليم عام بنات,بنات,قدرات,نظري,72.25,325
ثانوية الفلاح الأهلية (مقررات),الرياض,الإدارة العامة للتعليم بمنطقة الرياض,النهضة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,74.967391,326
ثانوية السويق - مقررات,المدينة المنورة,إدارة التعليم بمحافظة ينبع,مكتب تعليم ينبع البحر,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.241935,326
الثانوية الرابعة بالمدينة (مقررات),المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شمال المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.962085,327
الثانوية الحادية عشر بعد المائة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.236051,327
الثانوية الرابعة عشرة بمكة المكرمة ( نظام المقررات ),مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم جنوب مكة المكرمة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.942857,328
الثانوية الثانية والثمانون 82 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,الشفا,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.21839,328
ثانوية الطلعة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم خليص,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.91228,329
الثانوية الحادية والثلاثون بالدمام - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم غرب الدمام,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.215953,329
ثانوية الدوحة السعودية الأهلية (مقررات),الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,أهلي,تعليم عام بنات,بنات,قدرات,علمي,74.911917,330
الثانوية الثمانية والأربعين بعد المائة 148 - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,شمال,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.210116,330
الثانوية الثانية  أبناء بتبوك - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,مركز اشراف تبوك,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.89928,331
الثانوية الثالثة بينبع البحر (نظام مقررات),المدينة المنورة,إدارة التعليم بمحافظة ينبع,مكتب التعليم جنوب ينبع,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.209876,331
الثانوية الأولى بالطرف مقررات.,الشرقية,الإدارة العامة للتعليم بمحافظة الاحساء,مكتب التعليم بالقرى,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.894594,332
الثانوية الحادية والثلاثون- مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشرق جدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.195698,332
الثانوية الأولى بالشماسية - مقررات,القصيم,الإدارة العامة للتعليم بمنطقة القصيم,مكتب التعليم جنوب بريدة بنات,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.888888,333
الثانوية الخامسة والثلاثون ببريدة - مقررات,القصيم,الإدارة العامة للتعليم بمنطقة القصيم,مكتب التعليم شمال بريدة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.15873,333
الثانوية الرابعة بالمبرز مقررات.,الشرقية,الإدارة العامة للتعليم بمحافظة الاحساء,مكتب التعليم بالمبرز,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.885922,334
الثانوية الحادية عشر بأبها - مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,مكتب التعليم بأبها,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.158227,334
ثانوية ذهبان - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بشمال جدة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,74.880341,335
الثانوية السابعة عشر بالمدينة - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شرق المدينة المنورة,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.156862,335
ثانوية التميز الابداعي الاهلية بالخميس - مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,خميس مشيط,أهلي,تعليم عام بنات,بنات,قدرات,علمي,74.873096,336
الثانوية الثالثة بالحوية (مقررات),مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بالحوية,حكومي,تعليم عام بنات,بنات,قدرات,نظري,72.154589,336
الخنساء  الثانوية الأهلية- مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,أهلي,تعليم عام بنات,بنات,قدرات,علمي,74.872727,337
